title,link,image,lprice,hprice,mallName,productId,productType,brand,maker,category1,category2,category3,category4
"라벨리 더블팅 사과앤스트로베리 , 130ml, 35개",https://search.shopping.naver.com/catalog/55498657606,https://shopping-phinf.pstatic.net/main_5549865/55498657606.20250626114517.jpg,23700,,네이버,55498657606,1,라벨리,,식품,과자/베이커리,아이스크림/빙수,아이스크림
"유제품 없이 가볍게 라이스잇 <b>딸기</b>, 474ml, 3개",https://smartstore.naver.com/main/products/12706923954,https://shopping-phinf.pstatic.net/main_9025143/90251434878.jpg,31060,,라이스잇,90251434878,2,,,식품,과자/베이커리,아이스크림/빙수,아이스크림
상하목장 아이스크림 <b>딸기</b> 파인트 474ml 1개_냉동,https://smartstore.naver.com/main/products/6537038538,https://shopping-phinf.pstatic.net/main_8408153/84081538871.2.jpg,14900,,매일유업 직영스토어,84081538871,2,상하목장,매일유업,식품,과자/베이커리,아이스크림/빙수,아이스크림
라벨리 프리미엄 3개 바닐라 초코 <b>딸기</b> 아이스크림 4L 업소용 대용량,https://smartstore.naver.com/main/products/11066567831,https://shopping-phinf.pstatic.net/main_8861107/88611074042.1.jpg,58900,,메들리마켓,88611074042,2,라벨리,라벨리,식품,과자/베이커리,아이스크림/빙수,아이스크림
대용량 얼음 떠먹는 컵 아이스크림 빙그레 <b>딸기 빙수</b> 9개 + 롯데 첫눈애 팥빙수 9개,https://smartstore.naver.com/main/products/11931883620,https://shopping-phinf.pstatic.net/main_8947639/89476394308.jpg,29900,,쿨아이스크림,89476394308,2,빙그레,빙그레,식품,과자/베이커리,아이스크림/빙수,아이스크림
지엔씨 <b>딸기</b> 샤베트 240ml 업소용 아이스크림 디저트 샤벳,https://smartstore.naver.com/main/products/11859995231,https://shopping-phinf.pstatic.net/main_8940450/89404505825.jpg,3300,,ㅍㅏㅁ,89404505825,2,GNC,,식품,과자/베이커리,아이스크림/빙수,아이스크림
빙그레 딸기퐁당빙수 1박스 12개입빙그레<b>딸기빙수</b> 딸기맛빙수 어린이딸기,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8957059517&tid=1000000061,https://shopping-phinf.pstatic.net/main_5821955/58219554452.2.jpg,29660,,11번가,58219554452,2,,,식품,과자/베이커리,아이스크림/빙수,아이스크림
메가 파인트 <b>딸기</b> 650 ml,https://shopping.naver.com/outlink/itemdetail/9706220756,https://shopping-phinf.pstatic.net/main_8725072/87250723026.1.jpg,15900,,이마트몰,87250723026,2,하겐다즈,,식품,과자/베이커리,아이스크림/빙수,아이스크림
SNS에서 핫한 수제 쫀득 쿠키 꾸덕 쫀득 크래커 꾸덕 쿠키 (오레오<b>딸기</b>)  135g  1개,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=8705177029&ctag=8705177029&lptag=I25283498753&itemId=25283498753&vendorItemId=91349574577&spec=10305199,https://shopping-phinf.pstatic.net/main_5877344/58773444522.jpg,9850,,쿠팡,58773444522,2,,,식품,과자/베이커리,아이스크림/빙수,아이스크림
빙그레 투게더 4개 세트 <b>딸기</b> 초코 쿠앤크,https://search.shopping.naver.com/catalog/50943775487,https://shopping-phinf.pstatic.net/main_5094377/50943775487.20241020184030.jpg,18190,,네이버,50943775487,1,빙그레,,식품,과자/베이커리,아이스크림/빙수,아이스크림
